N,P,K,temperature,humidity,ph,rainfall,label
16.77,56.64,29.16,16.67,63.55,6.39,49.77,lentil
19.18,45.78,32.7,21.62,64.4,6.99,49.95,lentil
16.95,61.87,30.62,18.61,63.29,6.85,57.11,lentil
19.88,61.4,26.49,19.57,64.66,6.66,44.77,lentil
19.84,56.25,34.14,23.42,63.73,6.66,49.31,lentil
21.94,54.91,28.1,20.98,62.27,7.3,48.76,lentil
18.99,59.0,26.42,23.0,64.86,6.64,54.82,lentil
23.44,58.7,31.45,19.45,64.4,6.69,48.74,lentil
23.65,73.18,22.76,23.87,66.71,6.75,45.71,lentil
13.77,67.96,26.35,21.09,64.31,6.34,49.24,lentil
21.62,53.76,32.86,23.01,65.82,6.86,44.44,lentil
16.54,57.29,30.23,20.02,64.67,7.37,49.88,lentil
16.75,52.0,24.2,18.32,65.96,6.68,44.61,lentil
21.97,63.66,31.24,19.98,64.94,6.42,39.81,lentil
17.31,54.74,27.27,19.71,64.21,6.42,47.07,lentil
21.12,56.72,32.73,20.53,65.65,6.66,49.22,lentil
22.27,47.14,33.56,19.15,66.08,6.17,45.69,lentil
14.34,59.01,30.6,20.68,65.03,6.44,52.93,lentil
15.52,57.76,27.41,19.0,62.66,7.02,50.61,lentil
20.24,59.04,26.8,19.82,63.49,6.77,49.14,lentil
19.18,62.66,31.95,21.34,68.29,6.39,42.36,lentil
15.95,58.68,24.69,19.12,66.4,6.93,54.33,lentil
22.85,66.75,28.24,19.4,66.46,6.96,39.52,lentil
15.37,53.48,27.13,22.2,68.01,6.83,48.92,lentil
26.47,62.99,31.86,20.62,65.62,7.09,50.53,lentil
20.28,57.38,30.87,17.23,65.77,6.78,48.84,lentil
16.14,63.12,30.61,19.99,65.62,6.54,41.43,lentil
21.51,45.32,31.98,23.45,65.62,6.96,54.28,lentil
23.48,75.18,27.1,19.43,65.81,6.35,47.47,lentil
20.22,68.65,33.56,21.28,66.16,6.77,48.72,lentil
22.53,66.74,27.6,20.75,64.87,6.82,52.31,lentil
19.16,53.85,26.96,19.04,66.02,6.71,45.01,lentil
22.58,61.07,32.34,23.66,68.14,6.84,48.91,lentil
23.71,68.52,28.81,17.96,66.44,6.81,50.04,lentil
21.81,55.34,28.3,21.79,64.73,6.55,46.35,lentil
21.33,56.6,35.79,21.35,62.52,6.81,54.04,lentil
30.99,56.86,30.08,17.74,65.93,6.87,48.68,lentil
16.39,65.21,36.09,22.26,65.6,6.74,51.24,lentil
19.53,43.14,24.27,22.28,67.22,6.72,44.17,lentil
19.0,51.43,29.15,22.91,63.96,6.55,41.9,lentil
20.69,53.67,32.17,19.49,67.8,6.9,49.49,lentil
15.31,60.16,31.01,20.57,65.59,6.78,42.63,lentil
11.98,52.56,33.38,21.33,66.9,6.83,48.45,lentil
20.06,48.61,30.59,18.92,63.98,6.5,47.22,lentil
23.05,65.33,26.76,20.4,64.88,6.25,51.42,lentil
17.84,63.87,27.36,21.3,67.08,6.82,49.76,lentil
17.82,57.89,26.27,21.75,66.98,6.63,47.66,lentil
17.78,51.27,28.28,18.0,61.77,6.82,43.35,lentil
19.86,42.28,30.3,18.85,63.96,6.97,46.99,lentil
21.0,60.36,31.6,18.68,64.98,6.69,50.45,lentil
18.08,65.02,31.76,19.03,66.21,6.65,44.83,lentil
17.33,52.84,31.04,19.67,64.49,6.96,51.17,lentil
20.37,47.1,31.62,16.74,63.51,6.71,53.89,lentil
11.73,49.79,27.62,21.15,62.28,6.55,52.55,lentil
22.94,55.95,33.38,20.14,63.49,6.57,44.88,lentil
16.4,63.06,33.37,17.6,66.11,6.49,47.2,lentil
21.01,66.76,29.92,20.41,67.72,7.15,51.89,lentil
22.5,63.39,35.46,21.23,63.87,6.78,49.21,lentil
15.36,56.15,35.7,18.1,65.85,6.83,51.52,lentil
82.23,41.12,60.35,25.9,92.58,6.56,164.22,pomegranate
80.04,47.95,76.6,27.82,88.13,6.88,142.09,pomegranate
77.12,39.36,52.12,29.74,88.58,6.21,143.8,pomegranate
94.26,49.45,68.22,26.89,91.69,6.24,178.51,pomegranate
96.2,46.33,49.41,31.25,89.22,6.3,136.32,pomegranate
83.94,47.47,62.85,28.17,93.12,6.08,154.77,pomegranate
76.72,47.82,63.82,28.45,90.84,6.69,158.07,pomegranate
76.16,49.39,71.66,31.75,89.57,7.16,154.12,pomegranate
101.72,48.41,69.62,22.69,88.68,6.67,146.02,pomegranate
86.36,52.52,56.26,29.03,90.63,6.42,111.44,pomegranate
71.39,43.71,74.67,25.6,89.96,7.19,150.64,pomegranate
95.09,46.56,54.42,25.14,89.16,6.5,137.77,pomegranate
85.06,46.3,68.0,35.87,88.81,6.59,133.63,pomegranate
83.81,36.4,71.51,26.58,91.6,6.15,110.92,pomegranate
107.08,36.92,53.11,32.01,90.15,6.44,172.25,pomegranate
87.17,49.0,51.76,32.76,89.07,6.56,138.03,pomegranate
81.87,43.6,66.12,27.18,90.32,6.34,172.06,pomegranate
75.35,36.62,69.43,20.8,92.87,6.49,157.24,pomegranate
93.23,41.71,63.45,34.79,92.03,6.26,170.66,pomegranate
78.28,43.91,60.97,32.15,87.69,6.85,143.13,pomegranate
73.62,49.99,57.22,21.32,91.33,5.94,143.7,pomegranate
78.74,40.95,67.26,30.12,87.49,6.42,151.14,pomegranate
103.56,47.3,51.93,23.7,91.11,6.75,139.99,pomegranate
83.74,47.55,61.93,19.23,89.55,6.77,125.26,pomegranate
98.71,38.76,61.55,25.18,87.31,6.57,148.3,pomegranate
105.22,49.16,49.41,29.09,91.64,6.78,181.01,pomegranate
109.53,41.47,62.59,36.0,92.13,6.28,124.59,pomegranate
74.44,48.28,59.28,27.39,89.03,6.21,160.28,pomegranate
89.72,47.16,49.08,33.97,91.96,6.86,115.61,pomegranate
98.91,37.83,62.86,31.88,91.79,6.74,180.88,pomegranate
91.65,40.96,56.48,28.06,91.4,6.15,163.59,pomegranate
89.75,42.7,53.77,26.43,90.51,6.44,162.57,pomegranate
73.88,37.65,53.09,31.7,89.77,6.51,159.86,pomegranate
96.56,42.33,50.48,26.8,87.45,6.48,137.22,pomegranate
92.87,45.98,57.57,30.12,94.73,5.89,190.45,pomegranate
80.27,38.23,53.59,30.45,90.36,6.29,140.34,pomegranate
82.4,47.96,68.37,27.15,88.87,6.37,111.54,pomegranate
89.46,46.91,57.54,26.32,91.87,6.6,156.46,pomegranate
95.03,45.72,68.76,23.43,89.95,5.74,142.99,pomegranate
110.03,38.58,52.65,27.75,91.44,6.73,140.94,pomegranate
106.98,44.71,67.59,33.31,88.36,6.0,158.93,pomegranate
91.86,45.17,61.79,27.67,92.6,5.5,171.18,pomegranate
92.59,44.36,53.5,32.11,88.07,6.54,168.96,pomegranate
73.45,46.58,62.07,29.42,89.22,6.7,167.31,pomegranate
87.0,55.42,52.42,25.74,92.0,6.43,134.39,pomegranate
85.53,52.57,65.29,24.91,86.88,7.0,154.09,pomegranate
85.77,40.46,46.18,23.6,90.5,6.34,177.42,pomegranate
99.19,42.04,53.82,32.3,89.38,7.38,151.61,pomegranate
76.35,34.8,55.1,32.82,89.59,5.67,139.58,pomegranate
87.1,51.85,62.88,27.5,90.5,7.24,167.65,pomegranate
82.59,48.42,67.55,35.76,90.48,6.39,155.96,pomegranate
85.23,45.75,54.63,28.08,87.57,6.78,163.31,pomegranate
73.49,48.74,56.26,32.71,91.67,6.86,159.85,pomegranate
79.57,34.61,60.9,23.76,90.32,6.0,163.02,pomegranate
95.16,38.6,53.57,29.41,91.48,6.58,138.43,pomegranate
91.62,43.87,56.44,23.3,90.07,6.23,147.87,pomegranate
69.86,49.18,56.26,28.27,92.5,7.02,161.03,pomegranate
79.79,44.56,62.0,28.9,90.23,6.77,160.97,pomegranate
102.19,49.11,55.37,26.94,89.98,6.64,141.8,pomegranate
89.89,43.34,56.44,29.38,91.52,7.09,167.04,pomegranate
86.08,51.36,50.46,29.39,89.07,6.32,183.02,pomegranate
85.8,46.23,63.94,27.92,87.73,6.61,144.29,pomegranate
88.94,44.88,63.04,29.37,87.47,6.57,179.4,pomegranate
70.92,40.37,55.4,21.38,86.95,6.18,169.15,pomegranate
86.33,40.34,58.88,29.63,90.81,6.51,194.03,pomegranate
92.65,47.17,56.46,25.13,88.06,6.07,159.18,pomegranate
91.62,41.85,57.66,31.53,89.65,6.51,154.82,pomegranate
94.97,41.22,43.58,21.5,90.59,6.31,144.3,pomegranate
72.83,41.0,60.8,28.13,88.2,6.12,182.12,pomegranate
87.5,44.45,51.06,25.4,89.54,6.12,151.51,pomegranate
78.44,41.28,54.68,22.47,87.37,6.54,132.82,pomegranate
88.15,44.27,62.21,30.71,88.92,6.12,153.25,pomegranate
98.56,43.27,59.56,27.35,89.74,6.71,143.26,pomegranate
96.04,47.07,74.34,25.6,91.92,6.77,129.62,pomegranate
95.66,48.06,55.94,19.8,91.24,6.07,147.13,pomegranate
72.25,47.97,47.76,26.04,89.06,6.5,125.28,pomegranate
94.59,47.42,57.58,27.05,85.41,7.04,146.22,pomegranate
96.47,45.91,60.37,30.3,88.93,6.84,176.25,pomegranate
92.01,44.22,66.52,29.38,89.38,6.39,152.09,pomegranate
97.62,42.48,65.27,34.54,90.99,6.48,159.48,pomegranate
85.58,39.4,54.94,23.43,91.6,6.34,119.16,pomegranate
95.11,46.81,62.02,23.53,88.14,7.09,139.92,pomegranate
94.56,45.62,50.76,23.09,90.83,6.4,145.29,pomegranate
100.42,36.89,59.6,31.9,91.41,6.41,157.82,pomegranate
96.24,40.62,50.15,30.88,90.09,7.11,139.27,pomegranate
99.96,49.15,63.28,28.1,88.42,6.4,141.77,pomegranate
90.23,39.77,61.64,33.94,88.54,6.68,118.49,pomegranate
95.01,46.31,53.93,29.84,90.17,7.1,151.89,pomegranate
93.95,44.27,52.52,36.67,90.3,6.6,151.41,pomegranate
75.33,38.2,48.83,32.4,90.84,6.39,126.15,pomegranate
81.69,44.48,51.77,30.91,88.66,6.41,148.33,pomegranate
68.12,49.05,60.27,20.61,89.35,6.39,132.76,pomegranate
93.49,51.02,62.31,23.3,88.87,5.84,153.34,pomegranate
80.02,46.38,65.34,30.93,90.35,6.41,122.98,pomegranate
111.81,56.05,59.38,29.44,88.08,6.37,150.44,pomegranate
84.1,53.79,62.07,25.93,89.32,6.58,123.47,pomegranate
94.82,44.8,65.99,29.18,88.91,6.28,173.1,pomegranate
94.29,47.98,63.96,27.7,88.18,7.1,146.78,pomegranate
102.88,44.55,67.38,25.11,87.81,6.41,141.96,pomegranate
96.61,46.72,49.69,25.53,87.67,6.25,148.45,pomegranate
103.79,67.78,125.58,28.58,82.15,6.48,153.26,banana
106.36,72.91,130.64,28.21,80.27,6.04,164.91,banana
99.71,55.75,111.77,30.8,78.25,6.25,114.16,banana
118.5,42.1,122.36,30.42,79.17,6.52,168.82,banana
120.73,67.56,124.37,29.37,80.44,6.53,149.12,banana
85.99,48.81,144.03,28.63,78.98,6.49,164.94,banana
115.59,60.96,91.7,33.7,79.37,6.52,152.36,banana
104.65,58.22,117.75,32.75,77.84,6.35,180.1,banana
104.9,60.24,104.34,32.74,78.11,6.41,117.22,banana
101.38,61.48,105.15,29.57,77.77,6.27,130.3,banana
99.39,61.77,94.61,31.05,78.64,6.65,141.24,banana
101.18,60.72,133.3,25.94,78.93,6.56,132.67,banana
97.8,49.39,115.39,27.91,80.75,5.87,142.05,banana
108.08,55.94,116.82,28.39,78.52,6.56,157.06,banana
114.22,67.03,125.38,29.49,80.97,6.19,179.09,banana
112.09,60.31,140.84,31.37,78.83,6.37,128.67,banana
107.53,61.17,121.87,29.72,78.41,6.35,159.26,banana
103.25,59.85,126.57,30.82,80.59,6.37,160.07,banana
117.24,63.05,113.22,30.56,78.89,6.1,155.7,banana
110.59,55.49,127.47,28.74,80.77,5.92,172.03,banana
114.88,63.09,120.24,27.79,77.22,6.27,143.82,banana
113.27,66.92,125.54,28.4,81.06,6.1,156.68,banana
115.98,56.54,139.47,29.43,80.05,6.57,153.12,banana
101.68,57.67,123.09,29.26,79.15,6.49,146.77,banana
127.38,58.93,106.39,29.59,81.55,6.11,168.63,banana
110.07,62.63,110.32,30.05,79.99,6.51,142.24,banana
94.38,52.64,110.95,31.06,78.51,6.01,144.93,banana
109.8,59.42,102.88,29.48,81.59,6.35,156.38,banana
102.41,58.12,103.34,30.95,81.41,6.19,143.68,banana
101.66,59.21,142.23,28.8,80.37,6.48,148.38,banana
96.9,62.25,140.36,30.25,79.94,6.24,114.51,banana
113.16,56.79,107.83,32.06,78.41,6.27,129.35,banana
113.36,50.62,122.95,30.2,81.23,5.93,142.7,banana
101.76,64.8,96.92,29.35,80.81,6.29,124.41,banana
121.13,60.39,133.31,29.3,80.06,6.3,142.69,banana
132.12,58.19,124.51,28.93,79.07,6.21,138.07,banana
100.51,60.25,114.45,33.55,79.7,6.08,160.28,banana
127.5,49.3,136.36,28.24,79.18,5.9,142.18,banana
96.13,55.95,115.5,29.76,80.42,6.32,148.69,banana
122.97,61.12,136.07,30.22,78.93,5.91,103.45,banana
105.67,52.3,119.69,32.14,76.23,6.42,124.75,banana
91.46,74.93,130.09,25.04,82.24,6.19,174.88,banana
100.74,61.32,121.57,26.55,80.21,6.45,134.05,banana
115.25,64.38,120.28,31.89,81.07,6.65,154.33,banana
120.4,59.04,129.03,30.57,80.74,6.44,144.72,banana
106.79,47.98,123.04,28.05,78.72,6.15,160.92,banana
115.75,63.08,117.59,30.47,78.51,6.63,177.03,banana
103.99,51.72,104.53,28.45,78.45,6.33,153.02,banana
118.48,61.2,122.82,29.5,82.6,6.65,136.81,banana
113.02,58.27,116.5,29.06,78.08,6.18,165.69,banana
123.76,66.31,121.91,32.24,79.87,6.22,127.87,banana
121.87,66.75,107.31,27.9,83.32,6.31,132.05,banana
106.92,63.84,134.33,31.35,82.68,6.43,157.55,banana
122.24,56.66,112.2,27.65,81.27,6.07,154.24,banana
111.03,57.75,114.61,31.65,82.7,6.15,136.99,banana
129.29,60.6,112.57,29.45,81.42,6.23,151.56,banana
97.11,54.81,134.84,30.7,81.68,5.82,140.3,banana
113.1,64.47,147.75,30.33,78.51,6.06,127.67,banana
123.45,58.98,111.45,31.91,82.24,6.17,141.35,banana
112.91,48.72,126.66,31.13,80.31,6.43,150.28,banana
111.73,69.25,121.5,32.71,81.43,6.18,149.3,banana
103.23,68.11,157.01,29.58,80.5,6.37,151.55,banana
108.34,64.24,100.5,28.54,80.39,6.27,153.32,banana
115.86,67.98,105.99,28.87,81.79,6.27,153.13,banana
122.11,47.77,139.88,30.33,77.88,6.55,179.97,banana
125.06,58.32,129.3,30.89,77.72,6.89,133.45,banana
130.66,59.8,123.54,29.58,82.33,6.7,153.03,banana
103.73,55.34,128.94,26.29,77.32,6.25,155.12,banana
105.17,57.12,97.04,29.35,79.74,6.32,159.57,banana
90.52,70.43,91.84,30.86,79.25,6.5,159.2,banana
108.11,57.91,97.79,29.85,78.78,6.01,131.38,banana
110.1,57.19,131.61,29.1,77.52,6.05,150.43,banana
91.68,68.76,116.85,29.77,80.21,6.42,160.92,banana
102.39,55.19,146.23,26.48,78.31,6.03,164.99,banana
112.78,62.09,108.34,30.53,78.39,6.11,137.28,banana
102.73,53.3,122.77,30.49,78.63,6.13,157.06,banana
111.46,69.55,116.5,30.54,81.1,6.0,131.87,banana
96.22,62.72,117.3,30.42,80.2,6.3,160.5,banana
105.94,64.97,128.1,27.68,79.6,6.64,209.81,banana
109.55,60.16,98.12,30.19,79.89,6.11,179.5,banana
112.1,53.37,105.43,31.23,78.94,6.02,121.88,banana
108.66,63.97,130.82,30.4,82.74,5.95,153.21,banana
113.77,49.06,117.45,28.17,80.38,6.04,160.88,banana
125.86,58.53,111.34,27.97,80.66,6.02,165.5,banana
126.58,71.53,144.27,30.18,80.77,6.05,127.84,banana
117.4,50.49,133.21,28.56,79.65,6.68,154.25,banana
115.1,58.19,131.41,29.56,78.45,6.0,123.92,banana
97.41,64.47,118.88,28.41,81.31,6.3,157.4,banana
100.07,56.91,124.66,29.55,81.68,6.44,174.96,banana
113.06,55.73,120.61,33.88,81.81,6.21,161.87,banana
107.95,57.86,135.08,30.71,81.56,6.69,141.75,banana
113.11,66.35,130.6,29.38,80.09,6.73,140.7,banana
114.65,63.3,100.9,31.08,77.76,6.3,170.58,banana
105.04,49.87,119.68,29.97,80.2,6.31,154.73,banana
95.36,67.16,91.1,29.41,81.34,6.06,125.81,banana
102.47,56.75,146.73,27.51,80.7,6.2,136.4,banana
96.18,52.08,124.58,31.12,82.19,6.01,114.63,banana
115.76,63.51,135.8,26.84,82.49,6.28,183.63,banana
107.91,69.27,112.27,33.58,79.14,5.87,153.97,banana
121.42,68.45,119.19,30.66,79.98,6.59,167.46,banana
84.97,49.86,44.9,31.68,58.74,6.53,134.57,mango
74.36,38.93,50.62,30.64,57.36,6.66,145.61,mango
97.72,42.79,44.95,27.39,63.82,6.67,147.17,mango
114.45,50.89,52.15,30.11,58.29,6.65,145.96,mango
86.61,50.95,43.44,29.97,60.43,6.0,154.84,mango
97.74,45.28,46.29,28.92,57.93,6.29,112.04,mango
95.4,38.37,42.77,25.68,57.79,6.68,146.68,mango
90.31,46.2,36.55,31.1,58.6,6.51,153.01,mango
63.45,52.12,43.3,30.52,58.85,6.29,169.18,mango
77.96,46.47,42.35,30.45,63.0,6.73,155.22,mango
84.0,43.77,46.66,31.71,61.57,6.44,148.88,mango
99.15,47.34,49.5,28.76,63.03,6.38,146.74,mango
95.76,38.35,43.73,30.0,60.55,6.78,102.41,mango
73.37,49.97,48.7,33.07,59.61,6.9,185.81,mango
67.15,36.71,42.51,26.9,65.05,6.41,132.16,mango
102.36,48.26,42.09,30.75,56.93,6.27,166.6,mango
81.55,42.5,42.69,28.47,51.52,5.98,147.77,mango
103.76,48.43,42.4,29.27,54.41,6.41,140.59,mango
84.09,47.97,46.96,30.51,67.34,6.68,108.87,mango
76.04,44.7,40.55,29.04,64.71,6.53,122.81,mango
104.31,43.98,44.74,29.89,61.71,6.25,146.11,mango
102.44,51.16,40.91,29.53,65.08,6.41,120.37,mango
83.52,47.99,44.49,29.57,60.87,6.41,154.2,mango
103.27,47.13,47.62,31.56,62.44,6.88,107.93,mango
90.35,47.01,44.32,27.94,59.56,6.25,151.19,mango
96.77,43.8,50.32,28.54,58.0,6.53,137.66,mango
99.93,44.14,47.67,31.22,54.57,6.48,147.2,mango
71.53,45.27,44.04,26.86,64.43,6.54,103.7,mango
85.24,43.38,44.44,28.1,56.43,6.58,127.29,mango
99.64,47.44,46.18,28.46,60.37,6.52,147.74,mango
73.92,44.96,33.62,29.72,68.23,6.18,130.14,mango
98.3,40.79,39.84,29.07,60.51,6.79,136.45,mango
83.98,43.68,41.46,30.05,64.56,6.22,123.81,mango
89.3,42.09,37.85,27.06,53.81,6.48,131.4,mango
107.89,46.97,39.89,27.48,58.44,6.05,143.56,mango
101.0,43.39,41.52,25.88,55.09,6.53,142.58,mango
91.89,37.87,49.36,28.58,53.86,6.13,133.22,mango
89.25,36.67,49.38,29.47,62.83,6.98,139.58,mango
83.64,47.88,36.31,31.48,59.8,6.36,124.18,mango
76.93,43.45,47.3,29.47,52.31,6.27,154.41,mango
108.35,44.25,46.9,29.51,58.65,6.12,128.18,mango
76.59,47.32,49.25,29.15,57.88,6.84,185.64,mango
72.52,47.8,45.69,30.09,62.31,7.01,142.68,mango
111.53,39.1,48.81,26.88,55.27,6.64,158.2,mango
84.21,47.8,41.37,31.54,55.07,6.57,150.25,mango
92.1,45.01,44.4,24.78,55.11,6.83,157.74,mango
103.58,45.31,53.44,29.24,63.44,6.34,134.9,mango
99.05,37.77,52.62,32.88,59.98,6.96,135.17,mango
87.52,46.19,42.23,30.79,62.98,6.72,135.6,mango
74.77,47.08,43.23,26.54,55.98,6.4,172.93,mango
93.81,40.6,39.6,27.68,56.6,6.55,165.4,mango
117.07,53.83,42.59,31.22,60.33,7.08,154.44,mango
85.05,49.82,41.04,28.35,58.96,6.41,106.83,mango
100.13,58.35,38.8,31.98,54.34,6.47,129.78,mango
91.88,47.62,38.54,29.2,62.46,6.19,167.72,mango
102.85,42.63,52.09,25.94,57.95,6.68,162.35,mango
101.02,49.9,45.2,30.76,60.1,6.01,161.58,mango
95.69,44.37,42.11,33.07,56.89,6.52,132.13,mango
89.46,50.68,47.05,28.94,62.71,6.81,143.77,mango
85.7,41.37,35.53,32.34,57.64,6.11,129.42,mango
78.62,50.55,44.57,27.71,57.31,6.17,165.62,mango
75.72,45.41,47.45,30.18,60.75,6.45,101.94,mango
89.83,42.52,38.4,32.15,64.19,6.38,151.55,mango
90.04,35.55,42.85,31.1,59.63,6.17,165.74,mango
93.49,39.2,42.15,28.73,56.72,6.75,135.06,mango
91.37,53.92,41.65,27.48,60.0,6.35,138.87,mango
80.88,37.25,43.03,27.13,56.33,7.45,189.42,mango
113.77,43.46,39.51,30.52,56.57,6.41,127.91,mango
98.94,44.47,46.62,28.39,59.34,5.9,143.15,mango
86.87,47.08,42.65,27.68,60.26,6.99,142.37,mango
107.82,32.49,40.67,29.01,55.56,5.59,145.88,mango
80.05,40.98,44.29,29.1,57.93,6.71,130.6,mango
101.37,51.12,37.09,27.9,63.08,6.08,134.43,mango
91.58,50.01,50.87,29.24,61.8,6.61,174.85,mango
89.88,44.33,44.01,27.13,55.66,5.6,171.96,mango
109.61,36.39,49.24,30.24,59.33,6.71,143.14,mango
116.51,49.54,41.06,27.51,64.6,6.41,141.03,mango
91.49,45.33,50.78,27.77,52.33,6.31,130.43,mango
83.63,36.68,40.29,26.83,63.19,6.14,140.79,mango
104.37,43.3,46.87,31.35,61.92,6.31,125.9,mango
102.91,45.94,41.41,28.85,59.83,5.91,153.85,mango
100.45,41.72,40.8,28.74,59.34,7.17,160.59,mango
91.79,41.93,45.38,29.16,56.12,6.36,153.09,mango
79.29,38.42,44.21,28.77,54.26,6.9,166.55,mango
110.85,42.72,47.85,31.75,61.81,6.88,147.93,mango
85.13,47.34,47.46,30.75,63.64,6.55,141.07,mango
101.78,44.25,40.9,31.24,52.89,6.87,160.5,mango
90.0,50.71,42.99,30.05,55.21,6.09,153.16,mango
85.89,39.28,49.64,29.35,57.78,6.45,172.58,mango
100.79,45.26,48.22,28.43,66.0,6.94,138.42,mango
92.0,49.61,49.82,31.35,62.28,6.62,115.79,mango
104.63,43.31,46.22,29.45,63.51,6.36,123.65,mango
104.67,48.48,52.72,29.42,61.13,6.8,126.31,mango
74.52,40.88,41.8,32.77,68.56,6.43,146.7,mango
86.8,43.78,46.71,30.12,58.83,6.46,133.92,mango
82.68,43.0,48.46,30.39,58.25,6.82,146.1,mango
99.57,44.05,54.01,32.06,62.42,6.98,133.16,mango
107.4,38.88,45.4,28.38,53.65,6.07,137.02,mango
94.87,43.15,49.69,28.9,56.91,6.95,167.13,mango
87.54,36.94,39.55,28.55,60.25,6.9,146.31,mango
92.91,47.15,52.13,21.88,76.3,6.67,90.32,grapes
87.5,45.04,69.13,19.72,70.97,7.09,78.97,grapes
81.97,44.94,45.72,21.74,75.87,6.09,75.52,grapes
108.58,49.83,57.79,19.72,73.5,6.97,85.17,grapes
95.65,43.98,70.29,20.97,69.75,6.37,92.01,grapes
71.83,39.71,63.65,19.77,69.66,5.33,77.79,grapes
101.8,40.0,52.35,21.29,76.01,6.21,77.68,grapes
74.82,44.99,55.01,19.72,66.38,6.81,67.7,grapes
76.51,43.8,46.54,17.31,70.14,5.89,75.29,grapes
88.95,53.52,65.8,15.9,71.97,6.21,83.04,grapes
86.57,46.75,64.33,19.35,68.36,6.36,84.15,grapes
95.69,44.06,64.44,19.84,69.27,6.56,85.57,grapes
103.1,42.07,60.82,19.6,69.13,6.61,73.77,grapes
90.69,41.66,56.05,19.9,72.7,6.67,77.28,grapes
87.18,46.83,57.2,20.04,71.06,6.48,85.49,grapes
98.12,49.09,68.08,20.25,74.98,6.39,86.72,grapes
97.55,53.32,65.56,21.13,73.29,6.33,75.69,grapes
98.48,38.59,70.43,20.34,74.04,6.82,81.67,grapes
89.18,34.25,62.37,20.94,68.83,6.56,79.31,grapes
100.4,36.47,56.3,19.67,70.34,6.56,66.28,grapes
67.32,44.87,63.65,18.62,73.42,6.6,83.84,grapes
90.77,36.46,60.0,20.21,76.25,6.0,95.28,grapes
89.16,39.68,58.11,21.86,72.63,6.25,84.59,grapes
99.79,45.03,71.37,23.52,66.45,6.51,92.36,grapes
94.99,52.42,63.81,17.59,70.92,6.5,88.91,grapes
89.37,42.6,56.4,20.31,73.02,7.27,79.08,grapes
77.61,48.09,61.81,20.29,70.71,6.66,76.76,grapes
84.61,42.06,66.53,17.61,72.28,6.41,84.98,grapes
88.23,49.56,54.91,20.72,73.19,6.53,90.43,grapes
95.32,46.34,67.32,20.64,71.87,6.82,94.89,grapes
84.42,48.22,60.91,20.16,67.79,6.29,74.65,grapes
104.35,39.41,68.86,18.42,72.07,6.37,76.29,grapes
74.41,51.95,67.49,22.01,74.92,6.8,88.28,grapes
82.36,47.85,69.69,20.59,72.05,6.21,78.24,grapes
85.34,30.06,63.16,22.54,74.07,6.56,75.17,grapes
87.62,52.02,50.88,23.78,68.74,6.79,75.54,grapes
85.52,34.24,66.33,20.72,75.19,6.33,88.93,grapes
91.85,44.14,56.69,22.07,73.41,6.64,70.14,grapes
89.41,39.98,54.63,16.91,73.98,6.46,80.03,grapes
80.15,45.93,53.37,19.86,74.08,6.63,83.95,grapes
83.25,35.29,61.86,18.22,71.7,6.11,78.45,grapes
96.66,43.36,51.84,20.24,73.17,6.51,81.88,grapes
102.39,53.32,64.75,19.42,73.41,6.04,80.08,grapes
108.62,44.74,59.92,18.69,75.29,6.41,82.04,grapes
86.51,38.93,58.81,18.32,70.81,6.31,91.48,grapes
96.48,46.58,55.81,21.01,72.16,6.91,78.53,grapes
107.2,43.85,60.6,19.22,72.43,6.17,72.35,grapes
73.38,40.8,53.7,20.48,70.89,6.45,88.74,grapes
95.93,37.18,62.7,21.0,72.14,6.18,82.42,grapes
87.44,46.33,63.88,20.7,71.27,5.96,80.64,grapes
88.76,44.18,62.17,20.89,69.81,6.78,82.34,grapes
91.63,45.33,74.59,20.75,72.29,5.97,78.2,grapes
94.85,38.65,59.02,20.24,74.46,6.0,78.77,grapes
87.64,45.02,62.79,21.46,75.24,7.37,81.47,grapes
94.57,44.38,59.47,18.49,72.06,6.28,71.49,grapes
91.58,42.2,61.36,19.53,73.76,6.98,83.52,grapes
86.43,43.16,61.41,19.31,71.63,6.88,81.91,grapes
85.27,45.94,59.23,19.16,73.12,6.37,76.05,grapes
97.14,41.6,69.26,17.94,73.66,6.63,82.38,grapes
92.96,49.52,58.28,19.37,71.67,7.16,73.06,grapes
100.79,40.85,63.58,21.84,69.44,6.21,85.8,grapes
102.01,42.06,71.66,19.55,73.45,6.92,75.07,grapes
106.65,41.27,59.36,19.36,78.31,6.51,85.79,grapes
101.74,42.87,66.0,19.48,68.18,6.38,80.34,grapes
67.64,39.05,59.48,20.71,74.08,6.49,75.61,grapes
95.8,38.18,64.72,17.46,74.79,6.2,90.39,grapes
85.74,41.91,53.18,20.96,69.49,6.41,82.85,grapes
81.12,40.43,56.6,17.74,70.69,6.49,69.61,grapes
90.07,45.38,61.24,19.99,66.63,6.2,82.05,grapes
88.33,39.32,70.51,22.06,69.07,6.45,83.57,grapes
106.15,34.36,64.24,19.35,72.9,6.4,91.05,grapes
109.48,43.61,53.78,24.26,73.57,6.14,87.48,grapes
87.96,43.33,67.04,17.13,74.84,6.56,82.35,grapes
91.91,36.69,54.85,20.62,73.78,6.48,68.94,grapes
87.32,41.0,54.86,20.8,73.26,6.0,79.11,grapes
95.67,45.94,58.84,20.01,69.54,7.13,80.86,grapes
81.29,35.76,48.18,18.95,75.08,6.31,78.23,grapes
